#    L    TT             EE             TE             PP             TP          
   320   0.339590E+04   0.128539E+02   0.118898E+03   0.159773E+07   0.908539E+03
   321   0.336268E+04   0.130431E+02   0.118471E+03   0.159192E+07   0.900106E+03
   322   0.332959E+04   0.132320E+02   0.118005E+03   0.158614E+07   0.891737E+03
   323   0.329665E+04   0.134206E+02   0.117501E+03   0.158039E+07   0.883432E+03
   324   0.326386E+04   0.136089E+02   0.116961E+03   0.157467E+07   0.875192E+03
   325   0.323124E+04   0.137967E+02   0.116382E+03   0.156899E+07   0.867017E+03
   326   0.319879E+04   0.139842E+02   0.115766E+03   0.156334E+07   0.858907E+03
   327   0.316654E+04   0.141710E+02   0.115113E+03   0.155771E+07   0.850862E+03
   328   0.313447E+04   0.143571E+02   0.114422E+03   0.155212E+07   0.842883E+03
   329   0.310260E+04   0.145425E+02   0.113696E+03   0.154656E+07   0.834968E+03
   330   0.307095E+04   0.147272E+02   0.112932E+03   0.154103E+07   0.827120E+03
   331   0.303952E+04   0.149110E+02   0.112133E+03   0.153552E+07   0.819337E+03
   332   0.300832E+04   0.150938E+02   0.111296E+03   0.153005E+07   0.811619E+03
   333   0.297735E+04   0.152757E+02   0.110425E+03   0.152461E+07   0.803968E+03
   334   0.294662E+04   0.154565E+02   0.109519E+03   0.151919E+07   0.796382E+03
   335   0.291615E+04   0.156361E+02   0.108577E+03   0.151381E+07   0.788863E+03
   336   0.288595E+04   0.158145E+02   0.107600E+03   0.150845E+07   0.781410E+03
   337   0.285601E+04   0.159916E+02   0.106590E+03   0.150312E+07   0.774024E+03
   338   0.282635E+04   0.161673E+02   0.105546E+03   0.149782E+07   0.766704E+03
   339   0.279697E+04   0.163417E+02   0.104470E+03   0.149254E+07   0.759451E+03
   340   0.276790E+04   0.165146E+02   0.103360E+03   0.148730E+07   0.752264E+03
   341   0.273912E+04   0.166859E+02   0.102218E+03   0.148208E+07   0.745145E+03
   342   0.271064E+04   0.168555E+02   0.101043E+03   0.147689E+07   0.738093E+03
   343   0.268248E+04   0.170234E+02   0.998375E+02   0.147172E+07   0.731108E+03
   344   0.265463E+04   0.171894E+02   0.985996E+02   0.146658E+07   0.724191E+03
   345   0.262710E+04   0.173536E+02   0.973306E+02   0.146147E+07   0.717341E+03
   346   0.259989E+04   0.175157E+02   0.960305E+02   0.145638E+07   0.710558E+03
   347   0.257301E+04   0.176758E+02   0.946999E+02   0.145132E+07   0.703844E+03
   348   0.254647E+04   0.178337E+02   0.933389E+02   0.144628E+07   0.697197E+03
   349   0.252027E+04   0.179895E+02   0.919497E+02   0.144127E+07   0.690619E+03
   350   0.249442E+04   0.181430E+02   0.905315E+02   0.143628E+07   0.684108E+03
   351   0.246894E+04   0.182943E+02   0.890859E+02   0.143132E+07   0.677666E+03
   352   0.244383E+04   0.184433E+02   0.876136E+02   0.142638E+07   0.671290E+03
   353   0.241908E+04   0.185898E+02   0.861146E+02   0.142147E+07   0.664980E+03
   354   0.239472E+04   0.187340E+02   0.845912E+02   0.141658E+07   0.658732E+03
   355   0.237075E+04   0.188757E+02   0.830425E+02   0.141171E+07   0.652546E+03
   356   0.234716E+04   0.190148E+02   0.814694E+02   0.140687E+07   0.646419E+03
   357   0.232397E+04   0.191513E+02   0.798725E+02   0.140205E+07   0.640351E+03
   358   0.230118E+04   0.192851E+02   0.782527E+02   0.139726E+07   0.634339E+03
   359   0.227879E+04   0.194160E+02   0.766099E+02   0.139248E+07   0.628381E+03
   360   0.225680E+04   0.195441E+02   0.749457E+02   0.138774E+07   0.622476E+03
   361   0.223522E+04   0.196694E+02   0.732589E+02   0.138301E+07   0.616623E+03
   362   0.221404E+04   0.197916E+02   0.715515E+02   0.137831E+07   0.610818E+03
   363   0.219329E+04   0.199107E+02   0.698240E+02   0.137363E+07   0.605062E+03
   364   0.217295E+04   0.200268E+02   0.680771E+02   0.136897E+07   0.599351E+03
   365   0.215303E+04   0.201398E+02   0.663117E+02   0.136434E+07   0.593685E+03
   366   0.213354E+04   0.202495E+02   0.645285E+02   0.135972E+07   0.588061E+03
   367   0.211448E+04   0.203561E+02   0.627283E+02   0.135513E+07   0.582478E+03
   368   0.209585E+04   0.204593E+02   0.609119E+02   0.135056E+07   0.576934E+03
   369   0.207765E+04   0.205592E+02   0.590801E+02   0.134602E+07   0.571427E+03
   370   0.205989E+04   0.206557E+02   0.572335E+02   0.134149E+07   0.565956E+03
   371   0.204257E+04   0.207489E+02   0.553731E+02   0.133699E+07   0.560519E+03
   372   0.202569E+04   0.208385E+02   0.534994E+02   0.133251E+07   0.555114E+03
   373   0.200925E+04   0.209246E+02   0.516134E+02   0.132805E+07   0.549740E+03
   374   0.199325E+04   0.210073E+02   0.497159E+02   0.132361E+07   0.544394E+03
   375   0.197769E+04   0.210864E+02   0.478074E+02   0.131919E+07   0.539076E+03
   376   0.196257E+04   0.211618E+02   0.458889E+02   0.131480E+07   0.533782E+03
   377   0.194791E+04   0.212335E+02   0.439609E+02   0.131042E+07   0.528512E+03
   378   0.193368E+04   0.213016E+02   0.420244E+02   0.130606E+07   0.523264E+03
   379   0.191991E+04   0.213658E+02   0.400800E+02   0.130173E+07   0.518037E+03
   380   0.190659E+04   0.214262E+02   0.381286E+02   0.129741E+07   0.512827E+03
   381   0.189371E+04   0.214828E+02   0.361707E+02   0.129312E+07   0.507634E+03
   382   0.188129E+04   0.215354E+02   0.342073E+02   0.128885E+07   0.502457E+03
   383   0.186932E+04   0.215842E+02   0.322392E+02   0.128459E+07   0.497292E+03
   384   0.185779E+04   0.216290E+02   0.302671E+02   0.128036E+07   0.492139E+03
   385   0.184671E+04   0.216698E+02   0.282920E+02   0.127614E+07   0.486996E+03
   386   0.183608E+04   0.217068E+02   0.263147E+02   0.127195E+07   0.481861E+03
   387   0.182590E+04   0.217399E+02   0.243361E+02   0.126777E+07   0.476732E+03
   388   0.181616E+04   0.217690E+02   0.223569E+02   0.126361E+07   0.471608E+03
   389   0.180687E+04   0.217942E+02   0.203780E+02   0.125948E+07   0.466487E+03
   390   0.179802E+04   0.218154E+02   0.184003E+02   0.125536E+07   0.461367E+03
   391   0.178961E+04   0.218327E+02   0.164246E+02   0.125126E+07   0.456247E+03
   392   0.178164E+04   0.218460E+02   0.144516E+02   0.124717E+07   0.451124E+03
   393   0.177410E+04   0.218553E+02   0.124821E+02   0.124311E+07   0.445997E+03
   394   0.176700E+04   0.218606E+02   0.105170E+02   0.123907E+07   0.440865E+03
   395   0.176033E+04   0.218617E+02   0.855696E+01   0.123504E+07   0.435725E+03
   396   0.175409E+04   0.218589E+02   0.660286E+01   0.123103E+07   0.430576E+03
   397   0.174827E+04   0.218521E+02   0.465547E+01   0.122704E+07   0.425417E+03
   398   0.174288E+04   0.218411E+02   0.271556E+01   0.122307E+07   0.420244E+03
   399   0.173791E+04   0.218261E+02   0.783899E+00   0.121911E+07   0.415058E+03
   400   0.173337E+04   0.218071E+02  -0.113873E+01   0.121518E+07   0.409855E+03
   401   0.172925E+04   0.217841E+02  -0.305156E+01   0.121126E+07   0.404636E+03
   402   0.172554E+04   0.217569E+02  -0.495382E+01   0.120735E+07   0.399400E+03
   403   0.172225E+04   0.217259E+02  -0.684474E+01   0.120347E+07   0.394151E+03
   404   0.171937E+04   0.216908E+02  -0.872354E+01   0.119960E+07   0.388890E+03
   405   0.171689E+04   0.216517E+02  -0.105895E+02   0.119575E+07   0.383619E+03
   406   0.171482E+04   0.216087E+02  -0.124418E+02   0.119191E+07   0.378340E+03
   407   0.171314E+04   0.215617E+02  -0.142797E+02   0.118809E+07   0.373055E+03
   408   0.171185E+04   0.215107E+02  -0.161024E+02   0.118429E+07   0.367766E+03
   409   0.171095E+04   0.214559E+02  -0.179091E+02   0.118051E+07   0.362475E+03
   410   0.171043E+04   0.213973E+02  -0.196991E+02   0.117674E+07   0.357184E+03
   411   0.171028E+04   0.213347E+02  -0.214718E+02   0.117299E+07   0.351894E+03
   412   0.171051E+04   0.212684E+02  -0.232264E+02   0.116926E+07   0.346609E+03
   413   0.171110E+04   0.211982E+02  -0.249624E+02   0.116554E+07   0.341329E+03
   414   0.171206E+04   0.211243E+02  -0.266791E+02   0.116184E+07   0.336057E+03
   415   0.171337E+04   0.210468E+02  -0.283758E+02   0.115815E+07   0.330795E+03
   416   0.171504E+04   0.209655E+02  -0.300520E+02   0.115448E+07   0.325545E+03
   417   0.171705E+04   0.208807E+02  -0.317069E+02   0.115083E+07   0.320308E+03
   418   0.171941E+04   0.207923E+02  -0.333399E+02   0.114719E+07   0.315087E+03
   419   0.172210E+04   0.207003E+02  -0.349503E+02   0.114357E+07   0.309883E+03
   420   0.172514E+04   0.206047E+02  -0.365374E+02   0.113997E+07   0.304699E+03
   421   0.172849E+04   0.205057E+02  -0.381008E+02   0.113638E+07   0.299536E+03
   422   0.173217E+04   0.204032E+02  -0.396395E+02   0.113281E+07   0.294397E+03
   423   0.173617E+04   0.202972E+02  -0.411530E+02   0.112925E+07   0.289283E+03
   424   0.174048E+04   0.201878E+02  -0.426408E+02   0.112571E+07   0.284197E+03
   425   0.174510E+04   0.200751E+02  -0.441022E+02   0.112218E+07   0.279140E+03
   426   0.175002E+04   0.199591E+02  -0.455369E+02   0.111867E+07   0.274114E+03
   427   0.175522E+04   0.198399E+02  -0.469444E+02   0.111518E+07   0.269121E+03
   428   0.176071E+04   0.197178E+02  -0.483243E+02   0.111170E+07   0.264164E+03
   429   0.176648E+04   0.195925E+02  -0.496762E+02   0.110823E+07   0.259243E+03
   430   0.177251E+04   0.194643E+02  -0.509995E+02   0.110478E+07   0.254362E+03
   431   0.177880E+04   0.193333E+02  -0.522939E+02   0.110135E+07   0.249522E+03
   432   0.178535E+04   0.191995E+02  -0.535589E+02   0.109793E+07   0.244725E+03
   433   0.179215E+04   0.190629E+02  -0.547941E+02   0.109453E+07   0.239973E+03
   434   0.179919E+04   0.189238E+02  -0.559990E+02   0.109114E+07   0.235268E+03
   435   0.180648E+04   0.187819E+02  -0.571731E+02   0.108776E+07   0.230612E+03
   436   0.181400E+04   0.186375E+02  -0.583161E+02   0.108440E+07   0.226007E+03
   437   0.182175E+04   0.184906E+02  -0.594274E+02   0.108106E+07   0.221454E+03
   438   0.182972E+04   0.183413E+02  -0.605067E+02   0.107773E+07   0.216957E+03
   439   0.183791E+04   0.181896E+02  -0.615534E+02   0.107441E+07   0.212516E+03
   440   0.184631E+04   0.180356E+02  -0.625675E+02   0.107111E+07   0.208134E+03
   441   0.185491E+04   0.178794E+02  -0.635484E+02   0.106782E+07   0.203813E+03
   442   0.186369E+04   0.177211E+02  -0.644959E+02   0.106455E+07   0.199554E+03
   443   0.187266E+04   0.175608E+02  -0.654096E+02   0.106129E+07   0.195360E+03
   444   0.188180E+04   0.173985E+02  -0.662893E+02   0.105805E+07   0.191232E+03
   445   0.189110E+04   0.172343E+02  -0.671346E+02   0.105482E+07   0.187173E+03
   446   0.190055E+04   0.170684E+02  -0.679452E+02   0.105160E+07   0.183185E+03
   447   0.191015E+04   0.169007E+02  -0.687212E+02   0.104840E+07   0.179269E+03
   448   0.191991E+04   0.167315E+02  -0.694624E+02   0.104521E+07   0.175427E+03
   449   0.192980E+04   0.165609E+02  -0.701685E+02   0.104204E+07   0.171662E+03
   450   0.193983E+04   0.163887E+02  -0.708395E+02   0.103888E+07   0.167975E+03
   451   0.194999E+04   0.162153E+02  -0.714754E+02   0.103573E+07   0.164368E+03
   452   0.196028E+04   0.160405E+02  -0.720757E+02   0.103260E+07   0.160840E+03
   453   0.197069E+04   0.158647E+02  -0.726405E+02   0.102948E+07   0.157391E+03
   454   0.198120E+04   0.156879E+02  -0.731695E+02   0.102637E+07   0.154019E+03
   455   0.199180E+04   0.155100E+02  -0.736625E+02   0.102328E+07   0.150723E+03
   456   0.200250E+04   0.153313E+02  -0.741193E+02   0.102020E+07   0.147503E+03
   457   0.201328E+04   0.151518E+02  -0.745398E+02   0.101713E+07   0.144357E+03
   458   0.202412E+04   0.149716E+02  -0.749236E+02   0.101408E+07   0.141285E+03
   459   0.203501E+04   0.147908E+02  -0.752709E+02   0.101104E+07   0.138285E+03
   460   0.204596E+04   0.146094E+02  -0.755817E+02   0.100801E+07   0.135357E+03
   461   0.205696E+04   0.144277E+02  -0.758552E+02   0.100500E+07   0.132499E+03
   462   0.206801E+04   0.142457E+02  -0.760938E+02   0.100200E+07   0.129711E+03
   463   0.207909E+04   0.140635E+02  -0.762959E+02   0.999007E+06   0.126991E+03
   464   0.209022E+04   0.138813E+02  -0.764623E+02   0.996032E+06   0.124340E+03
   465   0.210137E+04   0.136992E+02  -0.765929E+02   0.993069E+06   0.121754E+03
   466   0.211255E+04   0.135172E+02  -0.766885E+02   0.990119E+06   0.119235E+03
   467   0.212376E+04   0.133355E+02  -0.767484E+02   0.987182E+06   0.116780E+03
   468   0.213497E+04   0.131542E+02  -0.767733E+02   0.984257E+06   0.114389E+03
   469   0.214619E+04   0.129733E+02  -0.767632E+02   0.981345E+06   0.112061E+03
   470   0.215740E+04   0.127930E+02  -0.767181E+02   0.978445E+06   0.109794E+03
   471   0.216859E+04   0.126133E+02  -0.766373E+02   0.975557E+06   0.107589E+03
   472   0.217975E+04   0.124344E+02  -0.765223E+02   0.972682E+06   0.105443E+03
   473   0.219088E+04   0.122564E+02  -0.763715E+02   0.969819E+06   0.103356E+03
   474   0.220196E+04   0.120793E+02  -0.761872E+02   0.966968E+06   0.101327E+03
   475   0.221301E+04   0.119033E+02  -0.759679E+02   0.964130E+06   0.993547E+02
   476   0.222400E+04   0.117284E+02  -0.757144E+02   0.961303E+06   0.974385E+02
   477   0.223493E+04   0.115548E+02  -0.754274E+02   0.958489E+06   0.955774E+02
   478   0.224581E+04   0.113826E+02  -0.751069E+02   0.955686E+06   0.937702E+02
   479   0.225664E+04   0.112119E+02  -0.747539E+02   0.952895E+06   0.920160E+02
   480   0.226739E+04   0.110428E+02  -0.743679E+02   0.950116E+06   0.903139E+02
   481   0.227808E+04   0.108753E+02  -0.739495E+02   0.947349E+06   0.886629E+02
   482   0.228868E+04   0.107096E+02  -0.734992E+02   0.944593E+06   0.870620E+02
   483   0.229920E+04   0.105458E+02  -0.730172E+02   0.941849E+06   0.855103E+02
   484   0.230962E+04   0.103840E+02  -0.725040E+02   0.939117E+06   0.840066E+02
   485   0.231993E+04   0.102244E+02  -0.719598E+02   0.936396E+06   0.825502E+02
   486   0.233013E+04   0.100668E+02  -0.713850E+02   0.933686E+06   0.811400E+02
   487   0.234021E+04   0.991154E+01  -0.707801E+02   0.930988E+06   0.797750E+02
   488   0.235016E+04   0.975871E+01  -0.701454E+02   0.928301E+06   0.784543E+02
   489   0.236000E+04   0.960826E+01  -0.694816E+02   0.925626E+06   0.771769E+02
   490   0.236970E+04   0.946042E+01  -0.687890E+02   0.922961E+06   0.759418E+02
   491   0.237926E+04   0.931527E+01  -0.680683E+02   0.920308E+06   0.747481E+02
   492   0.238869E+04   0.917280E+01  -0.673198E+02   0.917666E+06   0.735947E+02
   493   0.239798E+04   0.903316E+01  -0.665442E+02   0.915034E+06   0.724807E+02
   494   0.240714E+04   0.889651E+01  -0.657418E+02   0.912414E+06   0.714051E+02
   495   0.241614E+04   0.876291E+01  -0.649134E+02   0.909804E+06   0.703670E+02
   496   0.242499E+04   0.863237E+01  -0.640593E+02   0.907206E+06   0.693654E+02
   497   0.243368E+04   0.850503E+01  -0.631801E+02   0.904618E+06   0.683992E+02
   498   0.244220E+04   0.838097E+01  -0.622763E+02   0.902040E+06   0.674676E+02
   499   0.245055E+04   0.826027E+01  -0.613487E+02   0.899473E+06   0.665695E+02
   500   0.245872E+04   0.814307E+01  -0.603974E+02   0.896917E+06   0.657041E+02
   501   0.246670E+04   0.802937E+01  -0.594234E+02   0.894371E+06   0.648703E+02
   502   0.247450E+04   0.791933E+01  -0.584271E+02   0.891836E+06   0.640678E+02
   503   0.248210E+04   0.781293E+01  -0.574092E+02   0.889311E+06   0.632963E+02
   504   0.248951E+04   0.771042E+01  -0.563705E+02   0.886796E+06   0.625554E+02
   505   0.249673E+04   0.761170E+01  -0.553116E+02   0.884292E+06   0.618448E+02
   506   0.250375E+04   0.751693E+01  -0.542333E+02   0.881798E+06   0.611643E+02
   507   0.251058E+04   0.742621E+01  -0.531361E+02   0.879314E+06   0.605134E+02
   508   0.251720E+04   0.733959E+01  -0.520208E+02   0.876840E+06   0.598919E+02
   509   0.252362E+04   0.725715E+01  -0.508881E+02   0.874377E+06   0.592995E+02
   510   0.252984E+04   0.717895E+01  -0.497387E+02   0.871924E+06   0.587357E+02
   511   0.253584E+04   0.710505E+01  -0.485732E+02   0.869480E+06   0.582004E+02
   512   0.254165E+04   0.703551E+01  -0.473925E+02   0.867047E+06   0.576932E+02
   513   0.254723E+04   0.697040E+01  -0.461971E+02   0.864624E+06   0.572137E+02
   514   0.255260E+04   0.690978E+01  -0.449878E+02   0.862210E+06   0.567617E+02
   515   0.255776E+04   0.685371E+01  -0.437652E+02   0.859807E+06   0.563367E+02
   516   0.256269E+04   0.680225E+01  -0.425302E+02   0.857413E+06   0.559386E+02
   517   0.256741E+04   0.675544E+01  -0.412833E+02   0.855029E+06   0.555670E+02
   518   0.257189E+04   0.671336E+01  -0.400255E+02   0.852655E+06   0.552216E+02
   519   0.257614E+04   0.667605E+01  -0.387574E+02   0.850291E+06   0.549019E+02
   520   0.258016E+04   0.664356E+01  -0.374797E+02   0.847936E+06   0.546078E+02
   521   0.258395E+04   0.661595E+01  -0.361933E+02   0.845591E+06   0.543390E+02
   522   0.258750E+04   0.659326E+01  -0.348987E+02   0.843256E+06   0.540950E+02
   523   0.259081E+04   0.657554E+01  -0.335968E+02   0.840930E+06   0.538755E+02
   524   0.259388E+04   0.656282E+01  -0.322884E+02   0.838613E+06   0.536803E+02
   525   0.259670E+04   0.655514E+01  -0.309741E+02   0.836307E+06   0.535090E+02
   526   0.259930E+04   0.655252E+01  -0.296547E+02   0.834009E+06   0.533614E+02
   527   0.260166E+04   0.655501E+01  -0.283309E+02   0.831721E+06   0.532370E+02
   528   0.260378E+04   0.656263E+01  -0.270036E+02   0.829443E+06   0.531356E+02
   529   0.260565E+04   0.657542E+01  -0.256733E+02   0.827173E+06   0.530568E+02
   530   0.260730E+04   0.659339E+01  -0.243410E+02   0.824913E+06   0.530003E+02
   531   0.260871E+04   0.661659E+01  -0.230074E+02   0.822663E+06   0.529659E+02
   532   0.260988E+04   0.664501E+01  -0.216735E+02   0.820421E+06   0.529531E+02
   533   0.261081E+04   0.667869E+01  -0.203398E+02   0.818189E+06   0.529617E+02
   534   0.261150E+04   0.671764E+01  -0.190074E+02   0.815965E+06   0.529913E+02
   535   0.261196E+04   0.676190E+01  -0.176768E+02   0.813751E+06   0.530417E+02
   536   0.261217E+04   0.681147E+01  -0.163491E+02   0.811546E+06   0.531125E+02
   537   0.261215E+04   0.686636E+01  -0.150248E+02   0.809350E+06   0.532033E+02
   538   0.261189E+04   0.692658E+01  -0.137048E+02   0.807163E+06   0.533139E+02
   539   0.261140E+04   0.699213E+01  -0.123899E+02   0.804984E+06   0.534440E+02
   540   0.261066E+04   0.706302E+01  -0.110808E+02   0.802815E+06   0.535932E+02
   541   0.260971E+04   0.713925E+01  -0.977818E+01   0.800654E+06   0.537611E+02
   542   0.260852E+04   0.722083E+01  -0.848289E+01   0.798503E+06   0.539476E+02
   543   0.260709E+04   0.730775E+01  -0.719562E+01   0.796360E+06   0.541522E+02
   544   0.260544E+04   0.740001E+01  -0.591712E+01   0.794225E+06   0.543747E+02
   545   0.260356E+04   0.749758E+01  -0.464806E+01   0.792099E+06   0.546147E+02
   546   0.260146E+04   0.760048E+01  -0.338915E+01   0.789982E+06   0.548719E+02
   547   0.259913E+04   0.770866E+01  -0.214108E+01   0.787874E+06   0.551460E+02
   548   0.259658E+04   0.782206E+01  -0.904539E+00   0.785774E+06   0.554366E+02
   549   0.259380E+04   0.794083E+01   0.319756E+00   0.783683E+06   0.557435E+02
   550   0.259080E+04   0.806474E+01   0.153112E+01   0.781600E+06   0.560663E+02
